,id,category,path,scientific_name,family,genus,species,parent_folder,child_folder
4717,04719__001,4719,047/19/04719__001.jpg,Desmanthus reticulatus Benth.,Fabaceae,Desmanthus,reticulatus,047,19
4718,04720__001,4720,047/20/04720__001.jpg,Desmanthus tatuhyensis Hoehne,Fabaceae,Desmanthus,tatuhyensis,047,20
4719,04721__001,4721,047/21/04721__001.jpg,Desmanthus velutinus Scheele,Fabaceae,Desmanthus,velutinus,047,21
4720,04722__001,4722,047/22/04722__001.jpg,Desmanthus virgatus (L.) Willd.,Fabaceae,Desmanthus,virgatus,047,22
4721,04723__001,4723,047/23/04723__001.jpg,Desmodium angustifolium (Kunth) DC.,Fabaceae,Desmodium,angustifolium,047,23
4722,04724__001,4724,047/24/04724__001.jpg,Desmodium arizonicum S.Watson,Fabaceae,Desmodium,arizonicum,047,24
4723,04725__001,4725,047/25/04725__001.jpg,Desmodium batocaulon A.Gray,Fabaceae,Desmodium,batocaulon,047,25
4724,04726__001,4726,047/26/04726__001.jpg,Desmodium canadense (L.) DC.,Fabaceae,Desmodium,canadense,047,26
4725,04727__003,4727,047/27/04727__003.jpg,Desmodium canescens (L.) DC.,Fabaceae,Desmodium,canescens,047,27
4726,04728__001,4728,047/28/04728__001.jpg,Desmodium ciliare (Muhl. ex Willd.) DC.,Fabaceae,Desmodium,ciliare,047,28
4727,04729__001,4729,047/29/04729__001.jpg,Desmodium cinerascens A.Gray,Fabaceae,Desmodium,cinerascens,047,29
4728,04730__001,4730,047/30/04730__001.jpg,Desmodium cuspidatum (Muhl. ex Willd.) DC. ex G.Don,Fabaceae,Desmodium,cuspidatum,047,30
4729,04731__001,4731,047/31/04731__001.jpg,Desmodium distortum (Aubl.) J.F.Macbr.,Fabaceae,Desmodium,distortum,047,31
4730,04732__001,4732,047/32/04732__001.jpg,Desmodium floridanum Chapm.,Fabaceae,Desmodium,floridanum,047,32
4731,04733__001,4733,047/33/04733__001.jpg,Desmodium grahamii A.Gray,Fabaceae,Desmodium,grahamii,047,33
4732,04734__001,4734,047/34/04734__001.jpg,Desmodium illinoense A.Gray,Fabaceae,Desmodium,illinoense,047,34
4733,04735__001,4735,047/35/04735__001.jpg,Desmodium incanum (Sw.) DC.,Fabaceae,Desmodium,incanum,047,35
4734,04736__001,4736,047/36/04736__001.jpg,Desmodium intortum (Mill.) Urb.,Fabaceae,Desmodium,intortum,047,36
4735,04737__001,4737,047/37/04737__001.jpg,Desmodium laevigatum (Nutt.) DC.,Fabaceae,Desmodium,laevigatum,047,37
4736,04738__001,4738,047/38/04738__001.jpg,Desmodium lindheimeri Vail,Fabaceae,Desmodium,lindheimeri,047,38
4737,04739__002,4739,047/39/04739__002.jpg,Desmodium lineatum DC.,Fabaceae,Desmodium,lineatum,047,39
4738,04740__001,4740,047/40/04740__001.jpg,Desmodium marilandicum (L.) DC.,Fabaceae,Desmodium,marilandicum,047,40
4739,04741__001,4741,047/41/04741__001.jpg,Desmodium metcalfei (Rose & J.H.Painter) Kearney & Peebles,Fabaceae,Desmodium,metcalfei,047,41
4740,04742__001,4742,047/42/04742__001.jpg,Desmodium nuttallii (Schindl.) B.G.Schub.,Fabaceae,Desmodium,nuttallii,047,42
4741,04743__002,4743,047/43/04743__002.jpg,Desmodium obtusum (Muhl. ex Willd.) DC.,Fabaceae,Desmodium,obtusum,047,43
4742,04744__001,4744,047/44/04744__001.jpg,Desmodium ochroleucum M.A.Curtis ex Canby,Fabaceae,Desmodium,ochroleucum,047,44
4743,04745__001,4745,047/45/04745__001.jpg,Desmodium paniculatum (L.) DC.,Fabaceae,Desmodium,paniculatum,047,45
4744,04746__001,4746,047/46/04746__001.jpg,Desmodium procumbens (Mill.) C.L.Hitchc.,Fabaceae,Desmodium,procumbens,047,46
4745,04747__001,4747,047/47/04747__001.jpg,Desmodium psilocarpum A.Gray,Fabaceae,Desmodium,psilocarpum,047,47
4746,04748__001,4748,047/48/04748__001.jpg,Desmodium psilophyllum Schltdl.,Fabaceae,Desmodium,psilophyllum,047,48
4747,04749__001,4749,047/49/04749__001.jpg,Desmodium retinens Schltdl.,Fabaceae,Desmodium,retinens,047,49
4748,04750__003,4750,047/50/04750__003.jpg,Desmodium rosei B.G.Schub.,Fabaceae,Desmodium,rosei,047,50
4749,04751__001,4751,047/51/04751__001.jpg,Desmodium rotundifolium DC.,Fabaceae,Desmodium,rotundifolium,047,51
4750,04752__001,4752,047/52/04752__001.jpg,Desmodium scopulorum S.Watson,Fabaceae,Desmodium,scopulorum,047,52
4751,04753__001,4753,047/53/04753__001.jpg,Desmodium scorpiurus (Sw.) Desv. ex DC.,Fabaceae,Desmodium,scorpiurus,047,53
4752,04754__001,4754,047/54/04754__001.jpg,Desmodium sessilifolium (Torr. ex M.A.Curtis) Torr. & A.Gray,Fabaceae,Desmodium,sessilifolium,047,54
4753,04755__001,4755,047/55/04755__001.jpg,Desmodium strictum (Pursh) DC.,Fabaceae,Desmodium,strictum,047,55
4754,04756__002,4756,047/56/04756__002.jpg,Desmodium tenuifolium Torr. & A.Gray,Fabaceae,Desmodium,tenuifolium,047,56
4755,04757__002,4757,047/57/04757__002.jpg,Desmodium tortuosum (Sw.) DC.,Fabaceae,Desmodium,tortuosum,047,57
4756,04758__001,4758,047/58/04758__001.jpg,Desmodium tweedyi Britton,Fabaceae,Desmodium,tweedyi,047,58
4757,04759__001,4759,047/59/04759__001.jpg,Desmodium uncinatum (Jacq.) DC.,Fabaceae,Desmodium,uncinatum,047,59
4758,04760__001,4760,047/60/04760__001.jpg,Desmodium viridiflorum (L.) DC.,Fabaceae,Desmodium,viridiflorum,047,60
4759,04761__002,4761,047/61/04761__002.jpg,Dianthera americana L.,Acanthaceae,Dianthera,americana,047,61
4760,04762__001,4762,047/62/04762__001.jpg,Dianthera angusta (Chapm.) Small,Acanthaceae,Dianthera,angusta,047,62
4761,04763__001,4763,047/63/04763__001.jpg,Dianthera candicans (Nees) Benth. & Hook.f. ex Hemsl.,Acanthaceae,Dianthera,candicans,047,63
4762,04764__001,4764,047/64/04764__001.jpg,Dianthera comata L.,Acanthaceae,Dianthera,comata,047,64
4763,04765__001,4765,047/65/04765__001.jpg,Dianthera crassifolia Chapm.,Acanthaceae,Dianthera,crassifolia,047,65
4764,04766__001,4766,047/66/04766__001.jpg,Dianthera pectoralis (Jacq.) J.F.Gmel.,Acanthaceae,Dianthera,pectoralis,047,66
4765,04767__002,4767,047/67/04767__002.jpg,Dianthera sessilis (Jacq.) J.F.Gmel.,Acanthaceae,Dianthera,sessilis,047,67
4766,04768__001,4768,047/68/04768__001.jpg,Diapensia lapponica L.,Diapensiaceae,Diapensia,lapponica,047,68
4767,04769__001,4769,047/69/04769__001.jpg,Diaperia candida (Torr. & A.Gray) Benth. & Hook.f.,Asteraceae,Diaperia,candida,047,69
4768,04770__001,4770,047/70/04770__001.jpg,Diaperia prolifera (Nutt. ex DC.) Nutt.,Asteraceae,Diaperia,prolifera,047,70
4769,04771__001,4771,047/71/04771__001.jpg,Diaperia verna (Raf.) Morefield,Asteraceae,Diaperia,verna,047,71
4770,04772__001,4772,047/72/04772__001.jpg,Diarrhena americana P.Beauv.,Poaceae,Diarrhena,americana,047,72
4771,04773__001,4773,047/73/04773__001.jpg,Diarrhena obovata (Gleason) Brandenburg,Poaceae,Diarrhena,obovata,047,73
4772,04774__001,4774,047/74/04774__001.jpg,Dicentra canadensis (Goldie) Walp.,Papaveraceae,Dicentra,canadensis,047,74
4773,04775__002,4775,047/75/04775__002.jpg,Dicentra cucullaria (L.) Bernh.,Papaveraceae,Dicentra,cucullaria,047,75
4774,04776__003,4776,047/76/04776__003.jpg,Dicentra eximia (Ker Gawl.) Torr.,Papaveraceae,Dicentra,eximia,047,76
4775,04777__001,4777,047/77/04777__001.jpg,Dicentra formosa (Andrews) Walp.,Papaveraceae,Dicentra,formosa,047,77
4776,04778__002,4778,047/78/04778__002.jpg,Dicentra nevadensis Eastw.,Papaveraceae,Dicentra,nevadensis,047,78
4777,04779__001,4779,047/79/04779__001.jpg,Dicentra pauciflora S.Watson,Papaveraceae,Dicentra,pauciflora,047,79
4778,04780__001,4780,047/80/04780__001.jpg,Dicentra uniflora Kellogg,Papaveraceae,Dicentra,uniflora,047,80
4779,04781__001,4781,047/81/04781__001.jpg,Dicerandra densiflora Benth.,Lamiaceae,Dicerandra,densiflora,047,81
4780,04782__001,4782,047/82/04782__001.jpg,Dicerandra frutescens Shinners,Lamiaceae,Dicerandra,frutescens,047,82
4781,04783__002,4783,047/83/04783__002.jpg,Dicerandra linearifolia (Elliott) Benth.,Lamiaceae,Dicerandra,linearifolia,047,83
4782,04784__001,4784,047/84/04784__001.jpg,Dicerandra odaratissima R.M.Harper,Lamiaceae,Dicerandra,odaratissima,047,84
4783,04785__001,4785,047/85/04785__001.jpg,Dichaea hystricina Rchb.f.,Orchidaceae,Dichaea,hystricina,047,85
4784,04786__001,4786,047/86/04786__001.jpg,Dichaea morrisii Fawc. & Rendle,Orchidaceae,Dichaea,morrisii,047,86
4785,04787__001,4787,047/87/04787__001.jpg,Dichaetophora campestris A.Gray,Asteraceae,Dichaetophora,campestris,047,87
4786,04788__001,4788,047/88/04788__001.jpg,Dichanthelium aciculare (Desv.) Gould & C.A.Clark,Poaceae,Dichanthelium,aciculare,047,88
4787,04789__001,4789,047/89/04789__001.jpg,Dichanthelium aculeatum (Hitchc. & Chase) LeBlond,Poaceae,Dichanthelium,aculeatum,047,89
4788,04790__001,4790,047/90/04790__001.jpg,Dichanthelium acuminatum (Sw.) Gould & C.A.Clark,Poaceae,Dichanthelium,acuminatum,047,90
4789,04791__001,4791,047/91/04791__001.jpg,Dichanthelium boreale (Nash) Freckmann,Poaceae,Dichanthelium,boreale,047,91
4790,04792__001,4792,047/92/04792__001.jpg,Dichanthelium boscii (Poir.) Gould & C.A.Clark,Poaceae,Dichanthelium,boscii,047,92
4791,04793__001,4793,047/93/04793__001.jpg,Dichanthelium chamaelonche (Trin.) Freckmann & Lelong,Poaceae,Dichanthelium,chamaelonche,047,93
4792,04794__001,4794,047/94/04794__001.jpg,Dichanthelium clandestinum (L.) Gould,Poaceae,Dichanthelium,clandestinum,047,94
4793,04795__002,4795,047/95/04795__002.jpg,Dichanthelium commutatum (Schult.) Gould,Poaceae,Dichanthelium,commutatum,047,95
4794,04796__002,4796,047/96/04796__002.jpg,Dichanthelium consanguineum (Kunth) Gould & C.A.Clark,Poaceae,Dichanthelium,consanguineum,047,96
4795,04797__001,4797,047/97/04797__001.jpg,Dichanthelium depauperatum (Muhl.) Gould,Poaceae,Dichanthelium,depauperatum,047,97
4796,04798__002,4798,047/98/04798__002.jpg,Dichanthelium dichotomum (L.) Gould,Poaceae,Dichanthelium,dichotomum,047,98
4797,04799__001,4799,047/99/04799__001.jpg,Dichanthelium ensifolium (Baldwin ex Elliott) Gould,Poaceae,Dichanthelium,ensifolium,047,99
4798,04800__001,4800,048/00/04800__001.jpg,Dichanthelium erectifolium (Nash) Gould & C.A.Clark,Poaceae,Dichanthelium,erectifolium,048,00
4799,04801__001,4801,048/01/04801__001.jpg,Dichanthelium lanuginosum (Elliott) Gould,Poaceae,Dichanthelium,lanuginosum,048,01
4800,04802__001,4802,048/02/04802__001.jpg,Dichanthelium latifolium (L.) Harvill,Poaceae,Dichanthelium,latifolium,048,02
4801,04803__002,4803,048/03/04803__002.jpg,Dichanthelium laxiflorum (Lam.) Gould,Poaceae,Dichanthelium,laxiflorum,048,03
4802,04804__001,4804,048/04/04804__001.jpg,Dichanthelium leibergii (Vasey) Freckmann,Poaceae,Dichanthelium,leibergii,048,04
4803,04805__001,4805,048/05/04805__001.jpg,Dichanthelium linearifolium (Scribn.) Gould,Poaceae,Dichanthelium,linearifolium,048,05
4804,04806__004,4806,048/06/04806__004.jpg,Dichanthelium malacophyllum (Nash) Gould,Poaceae,Dichanthelium,malacophyllum,048,06
4805,04807__001,4807,048/07/04807__001.jpg,Dichanthelium nodatum (Hitchc. & Chase) Gould,Poaceae,Dichanthelium,nodatum,048,07
4806,04808__002,4808,048/08/04808__002.jpg,Dichanthelium nudicaule (Vasey) B.F.Hansen & Wunderlin,Poaceae,Dichanthelium,nudicaule,048,08
4807,04809__001,4809,048/09/04809__001.jpg,Dichanthelium oligosanthes (Schult.) Gould,Poaceae,Dichanthelium,oligosanthes,048,09
4808,04810__002,4810,048/10/04810__002.jpg,Dichanthelium ovale (Elliott) Gould & C.A.Clark,Poaceae,Dichanthelium,ovale,048,10
4809,04811__001,4811,048/11/04811__001.jpg,Dichanthelium polyanthes (Schult.) Mohlenbr.,Poaceae,Dichanthelium,polyanthes,048,11
4810,04812__001,4812,048/12/04812__001.jpg,Dichanthelium portoricense (Desv.) B.F.Hansen & Wunderlin,Poaceae,Dichanthelium,portoricense,048,12
4811,04813__001,4813,048/13/04813__001.jpg,Dichanthelium ravenelii (Scribn. & Merr.) Gould,Poaceae,Dichanthelium,ravenelii,048,13
4812,04814__001,4814,048/14/04814__001.jpg,Dichanthelium sabulorum (Lam.) Gould & C.A.Clark,Poaceae,Dichanthelium,sabulorum,048,14
4813,04815__001,4815,048/15/04815__001.jpg,Dichanthelium scabriusculum (Elliott) Gould & C.A.Clark,Poaceae,Dichanthelium,scabriusculum,048,15
4814,04816__001,4816,048/16/04816__001.jpg,Dichanthelium scoparium (Lam.) Gould,Poaceae,Dichanthelium,scoparium,048,16
4815,04817__001,4817,048/17/04817__001.jpg,Dichanthelium sphaerocarpon (Elliott) Gould,Poaceae,Dichanthelium,sphaerocarpon,048,17
4816,04818__001,4818,048/18/04818__001.jpg,Dichanthelium strigosum (Muhl. ex Elliott) Freckmann,Poaceae,Dichanthelium,strigosum,048,18
4817,04819__005,4819,048/19/04819__005.jpg,Dichanthelium tenue (Muhl.) Freckmann & Lelong,Poaceae,Dichanthelium,tenue,048,19
4818,04820__001,4820,048/20/04820__001.jpg,Dichanthelium transiens (Swallen) Sánchez-Ken,Poaceae,Dichanthelium,transiens,048,20
4819,04821__002,4821,048/21/04821__002.jpg,Dichanthelium wilcoxianum (Vasey) Freckmann,Poaceae,Dichanthelium,wilcoxianum,048,21
4820,04822__002,4822,048/22/04822__002.jpg,Dichanthelium wrightianum (Scribn.) Freckmann,Poaceae,Dichanthelium,wrightianum,048,22
4821,04823__001,4823,048/23/04823__001.jpg,Dichanthelium xanthophysum (A.Gray) Freckmann,Poaceae,Dichanthelium,xanthophysum,048,23
4822,04824__001,4824,048/24/04824__001.jpg,Dichelostemma congestum (Sm.) Kunth,Asparagaceae,Dichelostemma,congestum,048,24
4823,04825__001,4825,048/25/04825__001.jpg,Dichelostemma ida-maia (Alph.Wood) Greene,Asparagaceae,Dichelostemma,ida-maia,048,25
4824,04826__001,4826,048/26/04826__001.jpg,Dichelostemma multiflorum (Benth.) A.Heller,Asparagaceae,Dichelostemma,multiflorum,048,26
4825,04827__001,4827,048/27/04827__001.jpg,Dichelostemma volubile (Kellogg) A.Heller,Asparagaceae,Dichelostemma,volubile,048,27
4826,04828__001,4828,048/28/04828__001.jpg,Dichodon cerastoides (L.) Rchb.,Caryophyllaceae,Dichodon,cerastoides,048,28
4827,04829__001,4829,048/29/04829__001.jpg,Dichondra argentea Willd.,Convolvulaceae,Dichondra,argentea,048,29
4828,04830__001,4830,048/30/04830__001.jpg,Dichondra brachypoda Wooton & Standl.,Convolvulaceae,Dichondra,brachypoda,048,30
4829,04831__001,4831,048/31/04831__001.jpg,Dichondra carolinensis Michx.,Convolvulaceae,Dichondra,carolinensis,048,31
4830,04832__003,4832,048/32/04832__003.jpg,Dichondra donelliana Tharp & M.C.Johnst.,Convolvulaceae,Dichondra,donelliana,048,32
4831,04833__002,4833,048/33/04833__002.jpg,Dichondra micrantha Urb.,Convolvulaceae,Dichondra,micrantha,048,33
4832,04834__001,4834,048/34/04834__001.jpg,Dichondra occidentalis House,Convolvulaceae,Dichondra,occidentalis,048,34
4833,04835__001,4835,048/35/04835__001.jpg,Dichondra recurvata Tharp & M.C.Johnst.,Convolvulaceae,Dichondra,recurvata,048,35
4834,04836__002,4836,048/36/04836__002.jpg,Dichondra repens J.R.Forst. & G.Forst.,Convolvulaceae,Dichondra,repens,048,36
4835,04837__001,4837,048/37/04837__001.jpg,Dichondra sericea Sw.,Convolvulaceae,Dichondra,sericea,048,37
4836,04838__001,4838,048/38/04838__001.jpg,Dichorisandra thyrsiflora J.C.Mikan,Commelinaceae,Dichorisandra,thyrsiflora,048,38
4837,04839__001,4839,048/39/04839__001.jpg,Dichromanthus cinnabarinus (Lex.) Garay,Orchidaceae,Dichromanthus,cinnabarinus,048,39
4838,04840__002,4840,048/40/04840__002.jpg,Dichromanthus michuacanus (Lex.) Salazar & Soto Arenas,Orchidaceae,Dichromanthus,michuacanus,048,40
4839,04841__001,4841,048/41/04841__001.jpg,Dicliptera brachiata Spreng.,Acanthaceae,Dicliptera,brachiata,048,41
4840,04842__001,4842,048/42/04842__001.jpg,Dicliptera resupinata (Vahl) Juss.,Acanthaceae,Dicliptera,resupinata,048,42
4841,04843__001,4843,048/43/04843__001.jpg,Dicliptera sexangularis (L.) Juss.,Acanthaceae,Dicliptera,sexangularis,048,43
4842,04844__001,4844,048/44/04844__001.jpg,Dicoria canescens A.Gray,Asteraceae,Dicoria,canescens,048,44
4843,04845__001,4845,048/45/04845__001.jpg,Dicranocarpus parviflorus A.Gray,Asteraceae,Dicranocarpus,parviflorus,048,45
4844,04846__001,4846,048/46/04846__001.jpg,Dicranopteris flexuosa (Schrad.) Underw.,Gleicheniaceae,Dicranopteris,flexuosa,048,46
4845,04847__001,4847,048/47/04847__001.jpg,Dicranopteris linearis (Burm.f.) Underw.,Gleicheniaceae,Dicranopteris,linearis,048,47
4846,04848__002,4848,048/48/04848__002.jpg,Didiplis diandra (Nutt. ex DC.) Alph.Wood,Lythraceae,Didiplis,diandra,048,48
4847,04849__001,4849,048/49/04849__001.jpg,Didymopanax morototoni (Aubl.) Decne. & Planch.,Araliaceae,Didymopanax,morototoni,048,49
4848,04850__001,4850,048/50/04850__001.jpg,Dieffenbachia killipii Croat,Araceae,Dieffenbachia,killipii,048,50
4849,04851__001,4851,048/51/04851__001.jpg,Dieffenbachia oerstedii Schott,Araceae,Dieffenbachia,oerstedii,048,51
4850,04852__002,4852,048/52/04852__002.jpg,Dieffenbachia parlatorei Linden & André,Araceae,Dieffenbachia,parlatorei,048,52
4851,04853__002,4853,048/53/04853__002.jpg,Dieffenbachia parvifolia Engl.,Araceae,Dieffenbachia,parvifolia,048,53
4852,04854__001,4854,048/54/04854__001.jpg,Dieffenbachia seguine (Jacq.) Schott,Araceae,Dieffenbachia,seguine,048,54
4853,04855__001,4855,048/55/04855__001.jpg,Diervilla lonicera Mill.,Caprifoliaceae,Diervilla,lonicera,048,55
4854,04856__001,4856,048/56/04856__001.jpg,Diervilla rivularis Gatt.,Caprifoliaceae,Diervilla,rivularis,048,56
4855,04857__002,4857,048/57/04857__002.jpg,Diervilla sessilifolia Buckley,Caprifoliaceae,Diervilla,sessilifolia,048,57
4856,04858__001,4858,048/58/04858__001.jpg,Dieteria asteroides Torr.,Asteraceae,Dieteria,asteroides,048,58
4857,04859__001,4859,048/59/04859__001.jpg,Dieteria bigelovii (A.Gray) D.R.Morgan & R.L.Hartm.,Asteraceae,Dieteria,bigelovii,048,59
4858,04860__001,4860,048/60/04860__001.jpg,Dieteria canescens (Pursh) Nutt.,Asteraceae,Dieteria,canescens,048,60
4859,04861__001,4861,048/61/04861__001.jpg,Dieteria shastensis (A.Gray) D.W.Taylor,Asteraceae,Dieteria,shastensis,048,61
4860,04862__001,4862,048/62/04862__001.jpg,Digitaria arenicola (Swallen) Beetle,Poaceae,Digitaria,arenicola,048,62
4861,04863__001,4863,048/63/04863__001.jpg,Digitaria bicornis (Lam.) Roem. & Schult.,Poaceae,Digitaria,bicornis,048,63
4862,04864__001,4864,048/64/04864__001.jpg,Digitaria californica (Benth.) Henrard,Poaceae,Digitaria,californica,048,64
4863,04865__002,4865,048/65/04865__002.jpg,Digitaria ciliaris (Retz.) Koeler,Poaceae,Digitaria,ciliaris,048,65
4864,04866__002,4866,048/66/04866__002.jpg,Digitaria cognata (Schult.) Pilg.,Poaceae,Digitaria,cognata,048,66
4865,04867__001,4867,048/67/04867__001.jpg,Digitaria cuyabensis (Trin.) Parodi,Poaceae,Digitaria,cuyabensis,048,67
4866,04868__002,4868,048/68/04868__002.jpg,Digitaria filiformis (L.) Koeler,Poaceae,Digitaria,filiformis,048,68
4867,04869__001,4869,048/69/04869__001.jpg,Digitaria hitchcockii (Chase) Hauman & Van der Veken,Poaceae,Digitaria,hitchcockii,048,69
4868,04870__001,4870,048/70/04870__001.jpg,Digitaria horizontalis Willd.,Poaceae,Digitaria,horizontalis,048,70
4869,04871__001,4871,048/71/04871__001.jpg,Digitaria insularis (L.) Mez ex Ekman,Poaceae,Digitaria,insularis,048,71
4870,04872__001,4872,048/72/04872__001.jpg,Digitaria patens (Swallen) Henrard,Poaceae,Digitaria,patens,048,72
4871,04873__001,4873,048/73/04873__001.jpg,Digitaria pauciflora Hitchc.,Poaceae,Digitaria,pauciflora,048,73
4872,04874__002,4874,048/74/04874__002.jpg,Digitaria phaeothrix (Trin.) Parodi,Poaceae,Digitaria,phaeothrix,048,74
4873,04875__001,4875,048/75/04875__001.jpg,Digitaria pubiflora (Vasey) Wipff,Poaceae,Digitaria,pubiflora,048,75
4874,04876__001,4876,048/76/04876__001.jpg,Digitaria sacchariflora (Raddi) Henrard,Poaceae,Digitaria,sacchariflora,048,76
4875,04877__001,4877,048/77/04877__001.jpg,Digitaria serotina (Walter) Michx.,Poaceae,Digitaria,serotina,048,77
4876,04878__002,4878,048/78/04878__002.jpg,Digitaria texana Hitchc.,Poaceae,Digitaria,texana,048,78
4877,04879__001,4879,048/79/04879__001.jpg,Digitaria villosa (Walter) Pers.,Poaceae,Digitaria,villosa,048,79
4878,04880__001,4880,048/80/04880__001.jpg,Dilomilis montana (Sw.) Summerh.,Orchidaceae,Dilomilis,montana,048,80
4879,04881__001,4881,048/81/04881__001.jpg,Dimerandra emarginata (G.Mey.) Hoehne,Orchidaceae,Dimerandra,emarginata,048,81
4880,04882__001,4882,048/82/04882__001.jpg,Dimeresia howellii A.Gray,Asteraceae,Dimeresia,howellii,048,82
4881,04883__001,4883,048/83/04883__001.jpg,Dimorphocarpa wislizeni (Engelm.) Rollins,Brassicaceae,Dimorphocarpa,wislizeni,048,83
4882,04884__001,4884,048/84/04884__001.jpg,Diodia kuntzei K.Schum.,Rubiaceae,Diodia,kuntzei,048,84
4883,04885__001,4885,048/85/04885__001.jpg,Diodia virginiana L.,Rubiaceae,Diodia,virginiana,048,85
4884,04886__001,4886,048/86/04886__001.jpg,Dionaea muscipula J.Ellis,Droseraceae,Dionaea,muscipula,048,86
4885,04887__001,4887,048/87/04887__001.jpg,Dioon edule Lindl.,Zamiaceae,Dioon,edule,048,87
4886,04888__001,4888,048/88/04888__001.jpg,"Dioon merolae De Luca, Sabato & Vázq.Torres",Zamiaceae,Dioon,merolae,048,88
4887,04889__002,4889,048/89/04889__002.jpg,Dioon pectinatum Mast.,Zamiaceae,Dioon,pectinatum,048,89
4888,04890__001,4890,048/90/04890__001.jpg,Dioon spinulosum Dyer ex Eichl.,Zamiaceae,Dioon,spinulosum,048,90
4889,04891__001,4891,048/91/04891__001.jpg,Dioscorea cayenensis Lam.,Dioscoreaceae,Dioscorea,cayenensis,048,91
4890,04892__002,4892,048/92/04892__002.jpg,Dioscorea cordata (L.) Raz,Dioscoreaceae,Dioscorea,cordata,048,92
4891,04893__001,4893,048/93/04893__001.jpg,Dioscorea floridana Bartlett,Dioscoreaceae,Dioscorea,floridana,048,93
4892,04894__001,4894,048/94/04894__001.jpg,Dioscorea pilosiuscula Bertero ex Spreng.,Dioscoreaceae,Dioscorea,pilosiuscula,048,94
4893,04895__003,4895,048/95/04895__003.jpg,Dioscorea polygonoides Humb. & Bonpl. ex Willd.,Dioscoreaceae,Dioscorea,polygonoides,048,95
4894,04896__001,4896,048/96/04896__001.jpg,Dioscorea trifida L.f.,Dioscoreaceae,Dioscorea,trifida,048,96
4895,04897__001,4897,048/97/04897__001.jpg,Dioscorea villosa L.,Dioscoreaceae,Dioscorea,villosa,048,97
4896,04898__001,4898,048/98/04898__001.jpg,Diospyros crassinervis (Krug & Urb.) Standl.,Ebenaceae,Diospyros,crassinervis,048,98
4897,04899__001,4899,048/99/04899__001.jpg,Diospyros nigra (J.F.Gmel.) Perr.,Ebenaceae,Diospyros,nigra,048,99
4898,04900__001,4900,049/00/04900__001.jpg,Diospyros revoluta Poir.,Ebenaceae,Diospyros,revoluta,049,00
4899,04901__001,4901,049/01/04901__001.jpg,Diospyros texana Scheele,Ebenaceae,Diospyros,texana,049,01
4900,04902__001,4902,049/02/04902__001.jpg,Diospyros virginiana L.,Ebenaceae,Diospyros,virginiana,049,02
4901,04903__001,4903,049/03/04903__001.jpg,Diplachne fusca (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Diplachne,fusca,049,03
4902,04904__002,4904,049/04/04904__002.jpg,Diplacus angustatus (A.Gray) G.L.Nesom,Phrymaceae,Diplacus,angustatus,049,04
4903,04905__001,4905,049/05/04905__001.jpg,Diplacus aridus Abrams,Phrymaceae,Diplacus,aridus,049,05
4904,04906__001,4906,049/06/04906__001.jpg,Diplacus aurantiacus (Curtis) Jeps.,Phrymaceae,Diplacus,aurantiacus,049,06
4905,04907__001,4907,049/07/04907__001.jpg,Diplacus bolanderi (A.Gray) G.L.Nesom,Phrymaceae,Diplacus,bolanderi,049,07
4906,04908__001,4908,049/08/04908__001.jpg,Diplacus brandegeei (Pennell) G.L.Nesom,Phrymaceae,Diplacus,brandegeei,049,08
4907,04909__001,4909,049/09/04909__001.jpg,Diplacus calycinus Eastw.,Phrymaceae,Diplacus,calycinus,049,09
4908,04910__001,4910,049/10/04910__001.jpg,Diplacus clivicola (Greenm.) G.L.Nesom,Phrymaceae,Diplacus,clivicola,049,10
4909,04911__001,4911,049/11/04911__001.jpg,Diplacus congdonii (B.L.Rob.) G.L.Nesom,Phrymaceae,Diplacus,congdonii,049,11
4910,04912__002,4912,049/12/04912__002.jpg,Diplacus constrictus (A.L.Grant) G.L.Nesom,Phrymaceae,Diplacus,constrictus,049,12
4911,04913__001,4913,049/13/04913__001.jpg,Diplacus fremontii (Benth.) G.L.Nesom,Phrymaceae,Diplacus,fremontii,049,13
4912,04914__001,4914,049/14/04914__001.jpg,Diplacus jepsonii (A.L.Grant) G.L.Nesom,Phrymaceae,Diplacus,jepsonii,049,14
4913,04915__002,4915,049/15/04915__002.jpg,Diplacus johnstonii (A.L.Grant) G.L.Nesom,Phrymaceae,Diplacus,johnstonii,049,15
4914,04916__001,4916,049/16/04916__001.jpg,Diplacus kelloggii (Curran ex Greene) G.L.Nesom,Phrymaceae,Diplacus,kelloggii,049,16
4915,04917__001,4917,049/17/04917__001.jpg,Diplacus layneae (Greene) G.L.Nesom,Phrymaceae,Diplacus,layneae,049,17
4916,04918__001,4918,049/18/04918__001.jpg,Diplacus leptaleus (A.Gray) G.L.Nesom,Phrymaceae,Diplacus,leptaleus,049,18
4917,04919__001,4919,049/19/04919__001.jpg,Diplacus longiflorus Nutt.,Phrymaceae,Diplacus,longiflorus,049,19
4918,04920__001,4920,049/20/04920__001.jpg,Diplacus mephiticus (Greene) G.L.Nesom,Phrymaceae,Diplacus,mephiticus,049,20
4919,04921__001,4921,049/21/04921__001.jpg,Diplacus nanus (Hook. & Arn.) G.L.Nesom,Phrymaceae,Diplacus,nanus,049,21
